Country,Education,Experience,Salary
Brazil,Bachelor,6.0,26112.0
United States of America,Bachelor,3.0,96000.0
India,Bachelor,4.0,10471.0
United States of America,Bachelor,8.0,200000.0
United States of America,Bachelor,1.0,80000.0
United States of America,Master,2.0,167000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,25.0,90482.0
Israel,Master,10.0,175112.0
Germany,Master,3.0,64859.0
Poland,No College,3.0,36444.0
United States of America,No College,12.0,55000.0
United States of America,No College,14.0,240000.0
United States of America,Bachelor,3.0,96000.0
United States of America,No College,16.0,145000.0
Russian Federation,Master,4.0,24540.0
Spain,Post Grad,9.0,25944.0
India,Bachelor,10.0,20105.0
France,No College,2.0,22056.0
United States of America,Bachelor,14.0,155000.0
United States of America,Bachelor,8.0,115000.0
Italy,Bachelor,5.0,24863.0
Sweden,Master,14.0,61366.0
United States of America,Bachelor,7.0,185588.0
United States of America,Bachelor,17.0,198000.0
United States of America,Bachelor,10.0,95000.0
United States of America,No College,26.0,160000.0
United States of America,Master,0.5,10200.0
United States of America,Bachelor,15.0,240000.0
Germany,Master,12.0,70264.0
Canada,No College,2.0,56723.0
United States of America,No College,3.0,98000.0
United States of America,Bachelor,4.0,181500.0
United States of America,Bachelor,5.0,185000.0
Russian Federation,Master,10.0,47184.0
United States of America,No College,36.0,102372.0
United States of America,Bachelor,0.5,71800.0
Germany,Bachelor,16.0,81074.0
United States of America,No College,1.0,62400.0
United States of America,Bachelor,15.0,160000.0
India,Master,3.0,34904.0
United States of America,Bachelor,4.0,100000.0
Canada,Master,9.0,83194.0
Germany,Master,18.0,88640.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,12.0,109871.0
United States of America,No College,10.0,60000.0
United States of America,Bachelor,2.0,75000.0
United States of America,Bachelor,15.0,183000.0
Poland,Master,11.0,60744.0
United States of America,Bachelor,1.0,130000.0
United States of America,Bachelor,4.0,53000.0
Russian Federation,No College,3.0,18873.0
Spain,Bachelor,27.0,91883.0
Canada,No College,12.0,49160.0
Canada,Bachelor,14.0,113447.0
United States of America,Bachelor,13.0,123000.0
Poland,Bachelor,7.0,43632.0
Germany,Bachelor,5.0,54480.0
United States of America,Bachelor,41.0,135000.0
United States of America,Bachelor,26.0,85000.0
Canada,Bachelor,4.0,49160.0
United Kingdom of Great Britain and Northern Ireland,No College,26.0,45241.0
United States of America,Bachelor,8.0,140000.0
Brazil,No College,8.0,15119.0
Canada,Bachelor,12.0,92568.0
United States of America,No College,10.0,75000.0
United States of America,Master,18.0,179000.0
United States of America,Master,15.0,111111.0
United States of America,Bachelor,30.0,185500.0
Germany,Master,1.0,51887.0
France,Master,12.0,64859.0
United States of America,Bachelor,3.0,165000.0
Brazil,Bachelor,3.0,13740.0
Netherlands,Master,14.0,54049.0
Sweden,Bachelor,15.0,108000.0
Poland,No College,7.0,27336.0
United States of America,Bachelor,10.0,186000.0
United States of America,Bachelor,3.0,107000.0
United States of America,Master,14.0,170000.0
Canada,Master,7.0,83194.0
United States of America,Master,7.0,139050.0
United States of America,Bachelor,1.0,48000.0
Spain,Bachelor,2.0,19458.0
Poland,No College,7.0,48600.0
Sweden,Bachelor,0.5,42588.0
United States of America,Bachelor,0.5,45000.0
United States of America,Bachelor,12.0,160000.0
India,Bachelor,4.0,21361.0
Brazil,No College,5.0,11544.0
United States of America,No College,7.0,97000.0
United States of America,Post Grad,30.0,200000.0
Norway,Bachelor,3.0,48553.0
Canada,No College,5.0,41597.0
United States of America,Bachelor,2.0,80000.0
United States of America,Master,16.0,180000.0
United States of America,No College,12.0,88000.0
United States of America,Master,3.0,80000.0
Sweden,No College,15.0,58548.0
Canada,Bachelor,4.0,105884.0
United States of America,Bachelor,7.0,178000.0
United States of America,Bachelor,6.0,63000.0
United States of America,Bachelor,4.0,87500.0
Canada,Master,21.0,77144.0
United States of America,Bachelor,3.0,36400.0
United States of America,Bachelor,21.0,205000.0
United States of America,Bachelor,3.0,78000.0
Poland,Master,5.0,63792.0
Netherlands,Bachelor,13.0,64859.0
United States of America,No College,26.0,190000.0
United States of America,No College,1.0,75000.0
United States of America,Master,26.0,121200.0
Sweden,Bachelor,15.0,79776.0
France,Bachelor,4.0,34018.0
United States of America,Bachelor,18.0,140000.0
United States of America,No College,10.0,68000.0
Poland,Bachelor,16.0,115428.0
Poland,No College,6.0,15792.0
United States of America,Bachelor,15.0,100000.0
United States of America,No College,4.0,125000.0
Norway,No College,4.0,61500.0
United States of America,Bachelor,7.0,113000.0
Canada,Master,0.5,100000.0
United States of America,Bachelor,45.0,230000.0
United States of America,No College,9.0,120000.0
United States of America,Bachelor,4.0,180000.0
Spain,No College,15.0,39996.0
United States of America,Bachelor,7.0,165000.0
United States of America,Master,18.0,190000.0
United States of America,Master,26.0,165000.0
Germany,Master,4.0,58368.0
United States of America,Bachelor,3.0,60000.0
United States of America,Bachelor,9.0,156000.0
United States of America,Master,0.5,85000.0
United States of America,Bachelor,6.0,160000.0
Spain,Post Grad,3.0,17404.0
United States of America,Bachelor,8.0,118000.0
United States of America,Post Grad,14.0,58000.0
Poland,Master,13.0,48600.0
France,Master,7.0,51887.0
Sweden,Bachelor,5.0,49092.0
Israel,Bachelor,12.0,157596.0
United Kingdom of Great Britain and Northern Ireland,No College,4.0,62040.0
United States of America,Bachelor,9.0,155000.0
Germany,Master,16.0,60535.0
Netherlands,Bachelor,21.0,66804.0
Canada,Bachelor,25.0,86976.0
United States of America,Bachelor,3.0,75000.0
India,Bachelor,6.0,16752.0
Poland,Master,3.0,36444.0
United States of America,Post Grad,6.0,90000.0
United States of America,Master,27.0,250000.0
United States of America,Master,1.0,105000.0
United States of America,Bachelor,2.0,80000.0
United States of America,Master,12.0,200000.0
United States of America,Bachelor,9.0,135000.0
United States of America,Bachelor,9.0,140000.0
Russian Federation,Bachelor,2.0,15096.0
United States of America,No College,3.0,130350.0
France,Master,1.0,41077.0
United Kingdom of Great Britain and Northern Ireland,No College,36.0,58167.0
United States of America,Master,15.0,187000.0
United States of America,No College,32.0,39000.0
Sweden,No College,3.0,47868.0
Italy,No College,3.0,36324.0
United States of America,Master,10.0,48000.0
United States of America,No College,4.0,75000.0
United States of America,Bachelor,3.0,79000.0
Brazil,No College,5.0,35736.0
United States of America,Master,8.0,160000.0
India,Bachelor,3.0,12566.0
Germany,No College,19.0,162147.0
Brazil,Bachelor,14.0,15948.0
Brazil,No College,3.0,16488.0
Turkey,No College,13.0,14796.0
United States of America,No College,22.0,122700.0
India,Bachelor,5.0,25690.0
Canada,No College,9.0,52942.0
Germany,Bachelor,3.0,57072.0
United Kingdom of Great Britain and Northern Ireland,No College,2.0,30252.0
United States of America,Bachelor,5.0,82000.0
United States of America,Bachelor,15.0,40000.0
Netherlands,Master,9.0,64859.0
United States of America,Bachelor,2.0,45000.0
Canada,No College,5.0,49160.0
India,Bachelor,12.0,90751.0
Norway,Master,15.0,118685.0
Germany,Master,15.0,95126.0
Norway,Bachelor,0.5,75527.0
United States of America,Bachelor,5.0,150000.0
United States of America,Bachelor,4.0,80000.0
United States of America,Bachelor,4.0,130000.0
United States of America,Bachelor,25.0,90000.0
Russian Federation,Master,10.0,47184.0
France,Bachelor,2.0,12720.0
United States of America,Bachelor,6.0,110000.0
Germany,Master,6.0,54049.0
United States of America,Bachelor,6.0,63000.0
Brazil,No College,5.0,13740.0
Germany,No College,23.0,60324.0
United States of America,Bachelor,9.0,125000.0
United States of America,Bachelor,0.5,70000.0
Italy,Master,0.5,27025.0
Italy,Master,19.0,48644.0
Canada,Master,6.0,52942.0
United States of America,Bachelor,36.0,70000.0
Spain,Bachelor,12.0,75669.0
Russian Federation,Post Grad,15.0,45300.0
Netherlands,Bachelor,2.0,45396.0
United States of America,Master,3.0,125000.0
United States of America,Bachelor,3.0,37500.0
Germany,Master,6.0,69183.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,14.0,122796.0
Spain,Master,25.0,43239.0
Canada,Bachelor,1.0,42354.0
Canada,No College,32.0,88489.0
Brazil,No College,11.0,103081.0
Brazil,Bachelor,7.0,41232.0
United States of America,Master,10.0,87500.0
United States of America,Bachelor,1.0,140000.0
United States of America,Bachelor,4.0,100000.0
Canada,Master,16.0,94539.0
United States of America,Bachelor,5.0,210000.0
United States of America,No College,2.0,115500.0
Sweden,Master,19.0,65052.0
United States of America,Bachelor,4.0,130000.0
United States of America,Bachelor,8.0,93000.0
Brazil,Bachelor,6.0,31608.0
United States of America,Bachelor,21.0,200000.0
Spain,Bachelor,4.0,41618.0
United States of America,Post Grad,26.0,165000.0
United States of America,No College,2.0,94000.0
United States of America,Bachelor,5.0,120000.0
United States of America,Bachelor,11.0,75000.0
Switzerland,Post Grad,18.0,243960.0
Sweden,Master,2.0,52869.0
United States of America,Bachelor,2.0,80000.0
Canada,Bachelor,7.0,90758.0
United States of America,No College,4.0,120000.0
United States of America,Bachelor,10.0,130000.0
United States of America,Master,9.0,135000.0
United States of America,Bachelor,1.0,135996.0
United States of America,No College,30.0,135000.0
United States of America,Bachelor,3.0,165000.0
United Kingdom of Great Britain and Northern Ireland,No College,16.0,71093.0
Spain,Master,13.0,75669.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,17.0,82212.0
United States of America,Post Grad,7.0,138500.0
United Kingdom of Great Britain and Northern Ireland,Post Grad,4.0,64630.0
United States of America,Bachelor,1.0,140000.0
United States of America,Master,7.0,212022.0
Poland,Master,16.0,30372.0
United States of America,No College,3.0,45000.0
United States of America,Bachelor,2.0,108000.0
Brazil,No College,12.0,34632.0
Brazil,Bachelor,4.0,34632.0
Brazil,Post Grad,18.0,87960.0
United States of America,No College,5.0,90000.0
Sweden,Bachelor,17.0,39276.0
United States of America,Post Grad,11.0,170000.0
United States of America,Bachelor,11.0,120000.0
Canada,Master,4.0,121010.0
United States of America,Bachelor,8.0,180000.0
United States of America,No College,14.0,172500.0
United States of America,Bachelor,4.0,71000.0
United States of America,Bachelor,16.0,150000.0
United States of America,No College,2.0,40000.0
United States of America,No College,41.0,250000.0
Canada,Master,7.0,117229.0
Russian Federation,Master,20.0,52848.0
Russian Federation,Bachelor,11.0,49068.0
United States of America,Bachelor,8.0,115000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor,3.0,36193.0
United States of America,Bachelor,0.5,85000.0
United States of America,Master,18.0,100000.0
United States of America,No College,22.0,225000.0
Canada,No College,12.0,155044.0
Canada,Bachelor,2.0,45379.0
Brazil,Bachelor,11.0,48104.0
India,Bachelor,2.0,15358.0
United States of America,No College,25.0,156000.0
Brazil,Bachelor,5.0,54977.0
United States of America,Master,18.0,135000.0
Netherlands,Post Grad,7.0,77832.0
United Kingdom of Great Britain and Northern Ireland,Post Grad,6.0,155111.0
United States of America,Bachelor,6.0,100000.0
Australia,Bachelor,27.0,73491.0
United States of America,No College,3.0,140000.0
United States of America,Bachelor,3.0,192000.0
United States of America,Bachelor,12.0,120000.0
United States of America,Bachelor,1.0,125000.0
United States of America,Bachelor,15.0,120000.0
United States of America,Bachelor,16.0,218000.0
United Kingdom of Great Britain and Northern Ireland,No College,27.0,58167.0
United States of America,Master,37.0,125000.0
Spain,Bachelor,3.0,32429.0
Canada,Bachelor,13.0,98321.0
Canada,No College,12.0,71093.0
United States of America,Bachelor,4.0,200000.0
United States of America,Post Grad,17.0,153000.0
Canada,Bachelor,0.5,73362.0
Brazil,Bachelor,9.0,123696.0
United States of America,Bachelor,15.0,100000.0
Germany,Bachelor,0.5,19452.0
Canada,No College,3.0,45379.0
Italy,No College,3.0,21620.0
Brazil,Bachelor,4.0,12372.0
United States of America,Master,4.0,71000.0
United States of America,Bachelor,8.0,155000.0
United States of America,Master,5.0,110000.0
Australia,Bachelor,21.0,94870.0
United States of America,Bachelor,5.0,96000.0
Australia,Bachelor,9.0,80172.0
United States of America,Bachelor,5.0,95500.0
Brazil,Bachelor,7.0,28228.0
Germany,Bachelor,10.0,70264.0
Australia,Bachelor,36.0,100214.0
United States of America,Bachelor,7.0,105000.0
Australia,No College,24.0,106900.0
United States of America,Bachelor,15.0,168000.0
Brazil,Bachelor,6.0,10992.0
Australia,No College,16.0,80172.0
Australia,Bachelor,17.0,80172.0
Australia,No College,5.0,33405.0
Australia,Bachelor,35.0,90193.0
Australia,Master,32.0,200429.0
Australia,Bachelor,22.0,76831.0
Canada,Bachelor,1.0,26450.0
Canada,Bachelor,25.0,75631.0
Australia,Bachelor,11.0,68814.0
United States of America,Bachelor,10.0,102000.0
Canada,No College,7.0,92270.0
United States of America,Bachelor,25.0,136944.0
Australia,Bachelor,4.0,54120.0
United States of America,Bachelor,5.0,72600.0
United States of America,Master,14.0,140000.0
United States of America,Bachelor,13.0,130000.0
United States of America,Bachelor,6.0,148700.0
Australia,No College,20.0,76831.0
United States of America,No College,2.0,45000.0
Australia,Bachelor,1.0,38616.0
Australia,Bachelor,4.0,105250.0
United States of America,Bachelor,1.0,48000.0
Australia,Post Grad,13.0,90193.0
United States of America,No College,30.0,155000.0
United States of America,No College,21.0,95000.0
Australia,Bachelor,8.0,80172.0
Australia,Bachelor,16.0,48103.0
Australia,Master,26.0,86853.0
Australia,No College,8.0,46767.0
United States of America,Bachelor,12.0,175000.0
Australia,Bachelor,4.0,40086.0
Australia,Bachelor,10.0,48103.0
United States of America,Master,26.0,165000.0
United States of America,No College,4.0,55000.0
Australia,Bachelor,16.0,64805.0
United States of America,Master,3.0,62000.0
United States of America,No College,22.0,88944.0
United States of America,Master,32.0,218500.0
United States of America,No College,3.0,60000.0
United States of America,No College,8.0,50000.0
Brazil,Master,5.0,13740.0
Australia,Bachelor,16.0,58124.0
Australia,Bachelor,2.0,53448.0
United States of America,Bachelor,20.0,250000.0
United States of America,Master,17.0,185000.0
Canada,Bachelor,31.0,75631.0
Australia,No College,40.0,113576.0
United States of America,Bachelor,20.0,178000.0
United States of America,Bachelor,12.0,120000.0
United States of America,Master,36.0,177000.0
United States of America,No College,8.0,120000.0
Australia,Bachelor,10.0,130279.0
Turkey,Master,0.5,24000.0
United States of America,Bachelor,14.0,180000.0
Australia,Master,6.0,93533.0
United States of America,Bachelor,13.0,120000.0
United States of America,No College,4.0,95000.0
United States of America,Post Grad,7.0,74500.0
United States of America,Post Grad,12.0,125000.0
United States of America,Master,9.0,150000.0
Australia,Master,39.0,133619.0
Australia,Bachelor,3.0,63469.0
Brazil,Bachelor,5.0,16488.0
United States of America,Master,5.0,140000.0
Australia,Master,10.0,100214.0
Canada,Bachelor,6.0,50176.0
India,Master,4.0,18848.0
Australia,Bachelor,10.0,83512.0
Australia,Master,7.0,83512.0
United States of America,Master,16.0,175000.0
India,Master,2.0,36300.0
Canada,Bachelor,24.0,56723.0
Australia,Bachelor,29.0,99022.0
United States of America,Master,13.0,200000.0
Canada,Master,10.0,114960.0
United States of America,Bachelor,0.5,99000.0
India,Bachelor,11.0,92147.0
India,Bachelor,2.0,10056.0
India,Bachelor,1.0,11867.0
Australia,Bachelor,18.0,133619.0
Russian Federation,Master,23.0,28308.0
Australia,Bachelor,15.0,113576.0
India,Master,7.0,37417.0
India,Bachelor,10.0,27923.0
Russian Federation,Master,4.0,10380.0
Sweden,Master,7.0,73644.0
India,Bachelor,6.0,27923.0
United States of America,Bachelor,11.0,170000.0
Israel,No College,12.0,192624.0
India,Bachelor,10.0,15084.0
India,Bachelor,4.0,40489.0
India,Bachelor,12.0,16752.0
India,Bachelor,3.0,13404.0
United States of America,Master,7.0,137000.0
United States of America,No College,5.0,107600.0
India,Master,24.0,46074.0
India,Bachelor,8.0,38532.0
India,Master,8.0,23037.0
Sweden,Bachelor,21.0,61368.0
Australia,Bachelor,16.0,133619.0
United States of America,Master,23.0,200000.0
India,Bachelor,9.0,41885.0
India,Bachelor,9.0,33508.0
France,Bachelor,20.0,54049.0
Switzerland,Master,7.0,127061.0
India,Master,12.0,25410.0
Australia,No College,15.0,56124.0
India,Master,4.0,20943.0
India,Master,8.0,66072.0
Australia,No College,10.0,63469.0
Germany,No College,9.0,47563.0
India,Master,16.0,41885.0
United States of America,Bachelor,3.0,75326.0
India,Master,4.0,22620.0
Switzerland,Master,27.0,97288.0
Turkey,Bachelor,7.0,45396.0
Australia,Post Grad,8.0,81508.0
Germany,Master,20.0,75669.0
India,Bachelor,11.0,41885.0
Germany,No College,31.0,140527.0
India,Bachelor,0.5,16752.0
India,Bachelor,6.0,12984.0
Netherlands,Bachelor,13.0,90802.0
India,Bachelor,3.0,15576.0
Canada,No College,2.0,63528.0
Poland,Master,10.0,19740.0
Netherlands,Bachelor,5.0,67021.0
India,Bachelor,3.0,11867.0
Norway,Bachelor,8.0,107895.0
Norway,Bachelor,10.0,86316.0
Poland,No College,10.0,24300.0
Germany,No College,10.0,64859.0
Germany,Master,14.0,51888.0
Australia,Bachelor,14.0,116917.0
Sweden,Master,3.0,34368.0
Israel,Master,21.0,105072.0
Canada,Bachelor,7.0,83194.0
Germany,Master,10.0,71345.0
Australia,Bachelor,5.0,76831.0
Germany,Master,14.0,55776.0
